Format,1.0B,
Memory Length,5000,
IntpDistance,0,
Trigger Address,4999,
Trigger Level,0.000E+00,
Source,FFT rms,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E+00,
Vertical Position,0.00E+00,
Horizontal Units,Hz,
Horizontal Scale,25MHz,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,2.000E-09,
Horizontal Old Scale,25MHz,
Horizontal Old Position,1000,
Firmware,V1.31,
Mode,Detail,
Waveform Data,
8.100000e+07,0.00e+00,
8.105000e+07,0.00e+00,
8.110000e+07,0.00e+00,
8.115000e+07,0.00e+00,
8.120000e+07,0.00e+00,
8.125000e+07,0.00e+00,
8.130000e+07,0.00e+00,
8.135000e+07,0.00e+00,
8.140000e+07,0.00e+00,
8.145000e+07,0.00e+00,
8.150000e+07,0.00e+00,
8.155000e+07,0.00e+00,
8.160000e+07,0.00e+00,
8.165000e+07,0.00e+00,
8.170000e+07,0.00e+00,
8.175000e+07,0.00e+00,
8.180000e+07,0.00e+00,
8.185000e+07,0.00e+00,
8.190000e+07,0.00e+00,
8.195000e+07,0.00e+00,
8.200000e+07,0.00e+00,
8.205000e+07,0.00e+00,
8.210000e+07,0.00e+00,
8.215000e+07,0.00e+00,
8.220000e+07,0.00e+00,
8.225000e+07,0.00e+00,
8.230000e+07,0.00e+00,
8.235000e+07,0.00e+00,
8.240000e+07,0.00e+00,
8.245000e+07,0.00e+00,
8.250000e+07,0.00e+00,
8.255000e+07,0.00e+00,
8.260000e+07,0.00e+00,
8.265000e+07,0.00e+00,
8.270000e+07,0.00e+00,
8.275000e+07,0.00e+00,
8.280000e+07,0.00e+00,
8.285000e+07,0.00e+00,
8.290000e+07,0.00e+00,
8.295000e+07,0.00e+00,
8.300000e+07,0.00e+00,
8.305000e+07,0.00e+00,
8.310000e+07,0.00e+00,
8.315000e+07,0.00e+00,
8.320000e+07,0.00e+00,
8.325000e+07,0.00e+00,
8.330000e+07,0.00e+00,
8.335000e+07,0.00e+00,
8.340000e+07,0.00e+00,
8.345000e+07,0.00e+00,
8.350000e+07,0.00e+00,
8.355000e+07,0.00e+00,
8.360000e+07,0.00e+00,
8.365000e+07,0.00e+00,
8.370000e+07,0.00e+00,
8.375000e+07,0.00e+00,
8.380000e+07,0.00e+00,
8.385000e+07,0.00e+00,
8.390000e+07,0.00e+00,
8.395000e+07,0.00e+00,
8.400000e+07,0.00e+00,
8.405000e+07,0.00e+00,
8.410000e+07,0.00e+00,
8.415000e+07,0.00e+00,
8.420000e+07,0.00e+00,
8.425000e+07,0.00e+00,
8.430000e+07,0.00e+00,
8.435000e+07,0.00e+00,
8.440000e+07,0.00e+00,
8.445000e+07,0.00e+00,
8.450000e+07,0.00e+00,
8.455000e+07,0.00e+00,
8.460000e+07,0.00e+00,
8.465000e+07,0.00e+00,
8.470000e+07,0.00e+00,
8.475000e+07,0.00e+00,
8.480000e+07,0.00e+00,
8.485000e+07,0.00e+00,
8.490000e+07,0.00e+00,
8.495000e+07,0.00e+00,
8.500000e+07,0.00e+00,
8.505000e+07,0.00e+00,
8.510000e+07,0.00e+00,
8.515000e+07,0.00e+00,
8.520000e+07,0.00e+00,
8.525000e+07,0.00e+00,
8.530000e+07,0.00e+00,
8.535000e+07,0.00e+00,
8.540000e+07,0.00e+00,
8.545000e+07,0.00e+00,
8.550000e+07,0.00e+00,
8.555000e+07,0.00e+00,
8.560000e+07,0.00e+00,
8.565000e+07,0.00e+00,
8.570000e+07,0.00e+00,
8.575000e+07,0.00e+00,
8.580000e+07,0.00e+00,
8.585000e+07,0.00e+00,
8.590000e+07,0.00e+00,
8.595000e+07,0.00e+00,
8.600000e+07,0.00e+00,
8.605000e+07,0.00e+00,
8.610000e+07,0.00e+00,
8.615000e+07,0.00e+00,
8.620000e+07,0.00e+00,
8.625000e+07,0.00e+00,
8.630000e+07,0.00e+00,
8.635000e+07,0.00e+00,
8.640000e+07,0.00e+00,
8.645000e+07,0.00e+00,
8.650000e+07,0.00e+00,
8.655000e+07,0.00e+00,
8.660000e+07,0.00e+00,
8.665000e+07,0.00e+00,
8.670000e+07,0.00e+00,
8.675000e+07,0.00e+00,
8.680000e+07,0.00e+00,
8.685000e+07,0.00e+00,
8.690000e+07,0.00e+00,
8.695000e+07,0.00e+00,
8.700000e+07,0.00e+00,
8.705000e+07,0.00e+00,
8.710000e+07,0.00e+00,
8.715000e+07,0.00e+00,
8.720000e+07,0.00e+00,
8.725000e+07,0.00e+00,
8.730000e+07,0.00e+00,
8.735000e+07,0.00e+00,
8.740000e+07,0.00e+00,
8.745000e+07,0.00e+00,
8.750000e+07,0.00e+00,
8.755000e+07,0.00e+00,
8.760000e+07,0.00e+00,
8.765000e+07,0.00e+00,
8.770000e+07,0.00e+00,
8.775000e+07,0.00e+00,
8.780000e+07,0.00e+00,
8.785000e+07,0.00e+00,
8.790000e+07,0.00e+00,
8.795000e+07,0.00e+00,
8.800000e+07,0.00e+00,
8.805000e+07,0.00e+00,
8.810000e+07,0.00e+00,
8.815000e+07,0.00e+00,
8.820000e+07,0.00e+00,
8.825000e+07,0.00e+00,
8.830000e+07,0.00e+00,
8.835000e+07,0.00e+00,
8.840000e+07,0.00e+00,
8.845000e+07,0.00e+00,
8.850000e+07,0.00e+00,
8.855000e+07,0.00e+00,
8.860000e+07,0.00e+00,
8.865000e+07,0.00e+00,
8.870000e+07,0.00e+00,
8.875000e+07,0.00e+00,
8.880000e+07,0.00e+00,
8.885000e+07,0.00e+00,
8.890000e+07,0.00e+00,
8.895000e+07,0.00e+00,
8.900000e+07,0.00e+00,
8.905000e+07,0.00e+00,
8.910000e+07,0.00e+00,
8.915000e+07,0.00e+00,
8.920000e+07,0.00e+00,
8.925000e+07,0.00e+00,
8.930000e+07,0.00e+00,
8.935000e+07,0.00e+00,
8.940000e+07,0.00e+00,
8.945000e+07,0.00e+00,
8.950000e+07,0.00e+00,
8.955000e+07,0.00e+00,
8.960000e+07,0.00e+00,
8.965000e+07,0.00e+00,
8.970000e+07,0.00e+00,
8.975000e+07,0.00e+00,
8.980000e+07,0.00e+00,
8.985000e+07,0.00e+00,
8.990000e+07,0.00e+00,
8.995000e+07,0.00e+00,
9.000000e+07,0.00e+00,
9.005000e+07,0.00e+00,
9.010000e+07,0.00e+00,
9.015000e+07,0.00e+00,
9.020000e+07,0.00e+00,
9.025000e+07,0.00e+00,
9.030000e+07,0.00e+00,
9.035000e+07,0.00e+00,
9.040000e+07,0.00e+00,
9.045000e+07,0.00e+00,
9.050000e+07,0.00e+00,
9.055000e+07,0.00e+00,
9.060000e+07,0.00e+00,
9.065000e+07,0.00e+00,
9.070000e+07,0.00e+00,
9.075000e+07,0.00e+00,
9.080000e+07,0.00e+00,
9.085000e+07,0.00e+00,
9.090000e+07,0.00e+00,
9.095000e+07,0.00e+00,
9.100000e+07,0.00e+00,
9.105000e+07,0.00e+00,
9.110000e+07,0.00e+00,
9.115000e+07,0.00e+00,
9.120000e+07,0.00e+00,
9.125000e+07,0.00e+00,
9.130000e+07,0.00e+00,
9.135000e+07,0.00e+00,
9.140000e+07,0.00e+00,
9.145000e+07,0.00e+00,
9.150000e+07,0.00e+00,
9.155000e+07,0.00e+00,
9.160000e+07,0.00e+00,
9.165000e+07,0.00e+00,
9.170000e+07,0.00e+00,
9.175000e+07,0.00e+00,
9.180000e+07,0.00e+00,
9.185000e+07,0.00e+00,
9.190000e+07,0.00e+00,
9.195000e+07,0.00e+00,
9.200000e+07,0.00e+00,
9.205000e+07,0.00e+00,
9.210000e+07,0.00e+00,
9.215000e+07,0.00e+00,
9.220000e+07,0.00e+00,
9.225000e+07,0.00e+00,
9.230000e+07,0.00e+00,
9.235000e+07,0.00e+00,
9.240000e+07,0.00e+00,
9.245000e+07,0.00e+00,
9.250000e+07,0.00e+00,
9.255000e+07,0.00e+00,
9.260000e+07,0.00e+00,
9.265000e+07,0.00e+00,
9.270000e+07,0.00e+00,
9.275000e+07,0.00e+00,
9.280000e+07,0.00e+00,
9.285000e+07,0.00e+00,
9.290000e+07,0.00e+00,
9.295000e+07,0.00e+00,
9.300000e+07,0.00e+00,
9.305000e+07,0.00e+00,
9.310000e+07,0.00e+00,
9.315000e+07,0.00e+00,
9.320000e+07,0.00e+00,
9.325000e+07,0.00e+00,
9.330000e+07,0.00e+00,
9.335000e+07,0.00e+00,
9.340000e+07,0.00e+00,
9.345000e+07,0.00e+00,
9.350000e+07,0.00e+00,
9.355000e+07,0.00e+00,
9.360000e+07,0.00e+00,
9.365000e+07,0.00e+00,
9.370000e+07,0.00e+00,
9.375000e+07,0.00e+00,
9.380000e+07,0.00e+00,
9.385000e+07,0.00e+00,
9.390000e+07,0.00e+00,
9.395000e+07,0.00e+00,
9.400000e+07,0.00e+00,
9.405000e+07,0.00e+00,
9.410000e+07,0.00e+00,
9.415000e+07,0.00e+00,
9.420000e+07,0.00e+00,
9.425000e+07,0.00e+00,
9.430000e+07,0.00e+00,
9.435000e+07,0.00e+00,
9.440000e+07,0.00e+00,
9.445000e+07,0.00e+00,
9.450000e+07,0.00e+00,
9.455000e+07,0.00e+00,
9.460000e+07,0.00e+00,
9.465000e+07,0.00e+00,
9.470000e+07,0.00e+00,
9.475000e+07,0.00e+00,
9.480000e+07,0.00e+00,
9.485000e+07,0.00e+00,
9.490000e+07,0.00e+00,
9.495000e+07,0.00e+00,
9.500000e+07,0.00e+00,
9.505000e+07,0.00e+00,
9.510000e+07,0.00e+00,
9.515000e+07,0.00e+00,
9.520000e+07,0.00e+00,
9.525000e+07,0.00e+00,
9.530000e+07,0.00e+00,
9.535000e+07,0.00e+00,
9.540000e+07,0.00e+00,
9.545000e+07,0.00e+00,
9.550000e+07,0.00e+00,
9.555000e+07,0.00e+00,
9.560000e+07,0.00e+00,
9.565000e+07,0.00e+00,
9.570000e+07,0.00e+00,
9.575000e+07,0.00e+00,
9.580000e+07,0.00e+00,
9.585000e+07,0.00e+00,
9.590000e+07,0.00e+00,
9.595000e+07,0.00e+00,
9.600000e+07,0.00e+00,
9.605000e+07,0.00e+00,
9.610000e+07,0.00e+00,
9.615000e+07,0.00e+00,
9.620000e+07,0.00e+00,
9.625000e+07,0.00e+00,
9.630000e+07,0.00e+00,
9.635000e+07,0.00e+00,
9.640000e+07,0.00e+00,
9.645000e+07,0.00e+00,
9.650000e+07,0.00e+00,
9.655000e+07,0.00e+00,
9.660000e+07,0.00e+00,
9.665000e+07,0.00e+00,
9.670000e+07,0.00e+00,
9.675000e+07,0.00e+00,
9.680000e+07,0.00e+00,
9.685000e+07,0.00e+00,
9.690000e+07,0.00e+00,
9.695000e+07,0.00e+00,
9.700000e+07,0.00e+00,
9.705000e+07,0.00e+00,
9.710000e+07,0.00e+00,
9.715000e+07,0.00e+00,
9.720000e+07,0.00e+00,
9.725000e+07,0.00e+00,
9.730000e+07,0.00e+00,
9.735000e+07,0.00e+00,
9.740000e+07,0.00e+00,
9.745000e+07,0.00e+00,
9.750000e+07,0.00e+00,
9.755000e+07,0.00e+00,
9.760000e+07,0.00e+00,
9.765000e+07,0.00e+00,
9.770000e+07,0.00e+00,
9.775000e+07,0.00e+00,
9.780000e+07,0.00e+00,
9.785000e+07,0.00e+00,
9.790000e+07,0.00e+00,
9.795000e+07,0.00e+00,
9.800000e+07,0.00e+00,
9.805000e+07,0.00e+00,
9.810000e+07,0.00e+00,
9.815000e+07,0.00e+00,
9.820000e+07,0.00e+00,
9.825000e+07,0.00e+00,
9.830000e+07,0.00e+00,
9.835000e+07,0.00e+00,
9.840000e+07,0.00e+00,
9.845000e+07,0.00e+00,
9.850000e+07,0.00e+00,
9.855000e+07,0.00e+00,
9.860000e+07,0.00e+00,
9.865000e+07,0.00e+00,
9.870000e+07,0.00e+00,
9.875000e+07,0.00e+00,
9.880000e+07,0.00e+00,
9.885000e+07,0.00e+00,
9.890000e+07,0.00e+00,
9.895000e+07,0.00e+00,
9.900000e+07,0.00e+00,
9.905000e+07,0.00e+00,
9.910000e+07,0.00e+00,
9.915000e+07,0.00e+00,
9.920000e+07,0.00e+00,
9.925000e+07,0.00e+00,
9.930000e+07,0.00e+00,
9.935000e+07,0.00e+00,
9.940000e+07,0.00e+00,
9.945000e+07,0.00e+00,
9.950000e+07,0.00e+00,
9.955000e+07,0.00e+00,
9.960000e+07,0.00e+00,
9.965000e+07,0.00e+00,
9.970000e+07,0.00e+00,
9.975000e+07,0.00e+00,
9.980000e+07,0.00e+00,
9.985000e+07,0.00e+00,
9.990000e+07,0.00e+00,
9.995000e+07,0.00e+00,
1.000000e+08,0.00e+00,
1.000500e+08,0.00e+00,
1.001000e+08,0.00e+00,
1.001500e+08,0.00e+00,
1.002000e+08,0.00e+00,
1.002500e+08,0.00e+00,
1.003000e+08,0.00e+00,
1.003500e+08,0.00e+00,
1.004000e+08,0.00e+00,
1.004500e+08,0.00e+00,
1.005000e+08,0.00e+00,
1.005500e+08,0.00e+00,
1.006000e+08,0.00e+00,
1.006500e+08,0.00e+00,
1.007000e+08,0.00e+00,
1.007500e+08,0.00e+00,
1.008000e+08,0.00e+00,
1.008500e+08,0.00e+00,
1.009000e+08,0.00e+00,
1.009500e+08,0.00e+00,
1.010000e+08,0.00e+00,
1.010500e+08,0.00e+00,
1.011000e+08,0.00e+00,
1.011500e+08,0.00e+00,
1.012000e+08,0.00e+00,
1.012500e+08,0.00e+00,
1.013000e+08,0.00e+00,
1.013500e+08,0.00e+00,
1.014000e+08,0.00e+00,
1.014500e+08,0.00e+00,
1.015000e+08,0.00e+00,
1.015500e+08,0.00e+00,
1.016000e+08,0.00e+00,
1.016500e+08,0.00e+00,
1.017000e+08,0.00e+00,
1.017500e+08,0.00e+00,
1.018000e+08,0.00e+00,
1.018500e+08,0.00e+00,
1.019000e+08,0.00e+00,
1.019500e+08,0.00e+00,
1.020000e+08,0.00e+00,
1.020500e+08,0.00e+00,
1.021000e+08,0.00e+00,
1.021500e+08,0.00e+00,
1.022000e+08,0.00e+00,
1.022500e+08,0.00e+00,
1.023000e+08,0.00e+00,
1.023500e+08,0.00e+00,
1.024000e+08,0.00e+00,
1.024500e+08,0.00e+00,
1.025000e+08,0.00e+00,
1.025500e+08,0.00e+00,
1.026000e+08,0.00e+00,
1.026500e+08,0.00e+00,
1.027000e+08,0.00e+00,
1.027500e+08,0.00e+00,
1.028000e+08,0.00e+00,
1.028500e+08,0.00e+00,
1.029000e+08,0.00e+00,
1.029500e+08,0.00e+00,
1.030000e+08,0.00e+00,
1.030500e+08,0.00e+00,
1.031000e+08,0.00e+00,
1.031500e+08,0.00e+00,
1.032000e+08,0.00e+00,
1.032500e+08,0.00e+00,
1.033000e+08,0.00e+00,
1.033500e+08,0.00e+00,
1.034000e+08,0.00e+00,
1.034500e+08,0.00e+00,
1.035000e+08,0.00e+00,
1.035500e+08,0.00e+00,
1.036000e+08,0.00e+00,
1.036500e+08,0.00e+00,
1.037000e+08,0.00e+00,
1.037500e+08,0.00e+00,
1.038000e+08,0.00e+00,
1.038500e+08,0.00e+00,
1.039000e+08,0.00e+00,
1.039500e+08,0.00e+00,
1.040000e+08,0.00e+00,
1.040500e+08,0.00e+00,
1.041000e+08,0.00e+00,
1.041500e+08,0.00e+00,
1.042000e+08,0.00e+00,
1.042500e+08,0.00e+00,
1.043000e+08,0.00e+00,
1.043500e+08,0.00e+00,
1.044000e+08,0.00e+00,
1.044500e+08,0.00e+00,
1.045000e+08,0.00e+00,
1.045500e+08,0.00e+00,
1.046000e+08,0.00e+00,
1.046500e+08,0.00e+00,
1.047000e+08,0.00e+00,
1.047500e+08,0.00e+00,
1.048000e+08,0.00e+00,
1.048500e+08,0.00e+00,
1.049000e+08,0.00e+00,
1.049500e+08,0.00e+00,
1.050000e+08,0.00e+00,
1.050500e+08,0.00e+00,
1.051000e+08,0.00e+00,
1.051500e+08,0.00e+00,
1.052000e+08,0.00e+00,
1.052500e+08,0.00e+00,
1.053000e+08,0.00e+00,
1.053500e+08,0.00e+00,
1.054000e+08,0.00e+00,
1.054500e+08,0.00e+00,
1.055000e+08,0.00e+00,
1.055500e+08,0.00e+00,
1.056000e+08,0.00e+00,
1.056500e+08,0.00e+00,
1.057000e+08,0.00e+00,
1.057500e+08,0.00e+00,
1.058000e+08,0.00e+00,
1.058500e+08,0.00e+00,
1.059000e+08,0.00e+00,
1.059500e+08,0.00e+00,
1.060000e+08,0.00e+00,
1.060500e+08,0.00e+00,
1.061000e+08,0.00e+00,
1.061500e+08,0.00e+00,
1.062000e+08,0.00e+00,
1.062500e+08,0.00e+00,
1.063000e+08,0.00e+00,
1.063500e+08,0.00e+00,
1.064000e+08,0.00e+00,
1.064500e+08,0.00e+00,
1.065000e+08,0.00e+00,
1.065500e+08,0.00e+00,
1.066000e+08,0.00e+00,
1.066500e+08,0.00e+00,
1.067000e+08,0.00e+00,
1.067500e+08,0.00e+00,
1.068000e+08,0.00e+00,
1.068500e+08,0.00e+00,
1.069000e+08,0.00e+00,
1.069500e+08,0.00e+00,
1.070000e+08,0.00e+00,
1.070500e+08,0.00e+00,
1.071000e+08,0.00e+00,
1.071500e+08,0.00e+00,
1.072000e+08,0.00e+00,
1.072500e+08,0.00e+00,
1.073000e+08,0.00e+00,
1.073500e+08,0.00e+00,
1.074000e+08,0.00e+00,
1.074500e+08,0.00e+00,
1.075000e+08,0.00e+00,
1.075500e+08,0.00e+00,
1.076000e+08,0.00e+00,
1.076500e+08,0.00e+00,
1.077000e+08,0.00e+00,
1.077500e+08,0.00e+00,
1.078000e+08,0.00e+00,
1.078500e+08,0.00e+00,
1.079000e+08,0.00e+00,
1.079500e+08,0.00e+00,
1.080000e+08,0.00e+00,
1.080500e+08,0.00e+00,
1.081000e+08,0.00e+00,
1.081500e+08,0.00e+00,
1.082000e+08,0.00e+00,
1.082500e+08,0.00e+00,
1.083000e+08,0.00e+00,
1.083500e+08,0.00e+00,
1.084000e+08,0.00e+00,
1.084500e+08,0.00e+00,
1.085000e+08,0.00e+00,
1.085500e+08,0.00e+00,
1.086000e+08,0.00e+00,
1.086500e+08,0.00e+00,
1.087000e+08,0.00e+00,
1.087500e+08,0.00e+00,
1.088000e+08,0.00e+00,
1.088500e+08,0.00e+00,
1.089000e+08,0.00e+00,
1.089500e+08,0.00e+00,
1.090000e+08,0.00e+00,
1.090500e+08,0.00e+00,
1.091000e+08,0.00e+00,
1.091500e+08,0.00e+00,
1.092000e+08,0.00e+00,
1.092500e+08,0.00e+00,
1.093000e+08,0.00e+00,
1.093500e+08,0.00e+00,
1.094000e+08,0.00e+00,
1.094500e+08,0.00e+00,
1.095000e+08,0.00e+00,
1.095500e+08,0.00e+00,
1.096000e+08,0.00e+00,
1.096500e+08,0.00e+00,
1.097000e+08,0.00e+00,
1.097500e+08,0.00e+00,
1.098000e+08,0.00e+00,
1.098500e+08,0.00e+00,
1.099000e+08,0.00e+00,
1.099500e+08,0.00e+00,
1.100000e+08,0.00e+00,
1.100500e+08,0.00e+00,
1.101000e+08,0.00e+00,
1.101500e+08,0.00e+00,
1.102000e+08,0.00e+00,
1.102500e+08,0.00e+00,
1.103000e+08,0.00e+00,
1.103500e+08,0.00e+00,
1.104000e+08,0.00e+00,
1.104500e+08,0.00e+00,
1.105000e+08,0.00e+00,
1.105500e+08,0.00e+00,
1.106000e+08,0.00e+00,
1.106500e+08,0.00e+00,
1.107000e+08,0.00e+00,
1.107500e+08,0.00e+00,
1.108000e+08,0.00e+00,
1.108500e+08,0.00e+00,
1.109000e+08,0.00e+00,
1.109500e+08,0.00e+00,
1.110000e+08,0.00e+00,
1.110500e+08,0.00e+00,
1.111000e+08,0.00e+00,
1.111500e+08,0.00e+00,
1.112000e+08,0.00e+00,
1.112500e+08,0.00e+00,
1.113000e+08,0.00e+00,
1.113500e+08,0.00e+00,
1.114000e+08,0.00e+00,
1.114500e+08,0.00e+00,
1.115000e+08,0.00e+00,
1.115500e+08,0.00e+00,
1.116000e+08,0.00e+00,
1.116500e+08,0.00e+00,
1.117000e+08,0.00e+00,
1.117500e+08,0.00e+00,
1.118000e+08,0.00e+00,
1.118500e+08,0.00e+00,
1.119000e+08,0.00e+00,
1.119500e+08,0.00e+00,
1.120000e+08,0.00e+00,
1.120500e+08,0.00e+00,
1.121000e+08,0.00e+00,
1.121500e+08,0.00e+00,
1.122000e+08,0.00e+00,
1.122500e+08,0.00e+00,
1.123000e+08,0.00e+00,
1.123500e+08,0.00e+00,
1.124000e+08,0.00e+00,
1.124500e+08,0.00e+00,
1.125000e+08,0.00e+00,
1.125500e+08,0.00e+00,
1.126000e+08,0.00e+00,
1.126500e+08,0.00e+00,
1.127000e+08,0.00e+00,
1.127500e+08,0.00e+00,
1.128000e+08,0.00e+00,
1.128500e+08,0.00e+00,
1.129000e+08,0.00e+00,
1.129500e+08,0.00e+00,
1.130000e+08,0.00e+00,
1.130500e+08,0.00e+00,
1.131000e+08,0.00e+00,
1.131500e+08,0.00e+00,
1.132000e+08,0.00e+00,
1.132500e+08,0.00e+00,
1.133000e+08,0.00e+00,
1.133500e+08,0.00e+00,
1.134000e+08,0.00e+00,
1.134500e+08,0.00e+00,
1.135000e+08,0.00e+00,
1.135500e+08,0.00e+00,
1.136000e+08,0.00e+00,
1.136500e+08,0.00e+00,
1.137000e+08,0.00e+00,
1.137500e+08,0.00e+00,
1.138000e+08,0.00e+00,
1.138500e+08,0.00e+00,
1.139000e+08,0.00e+00,
1.139500e+08,0.00e+00,
1.140000e+08,0.00e+00,
1.140500e+08,0.00e+00,
1.141000e+08,0.00e+00,
1.141500e+08,0.00e+00,
1.142000e+08,0.00e+00,
1.142500e+08,0.00e+00,
1.143000e+08,0.00e+00,
1.143500e+08,0.00e+00,
1.144000e+08,0.00e+00,
1.144500e+08,0.00e+00,
1.145000e+08,0.00e+00,
1.145500e+08,0.00e+00,
1.146000e+08,0.00e+00,
1.146500e+08,0.00e+00,
1.147000e+08,0.00e+00,
1.147500e+08,0.00e+00,
1.148000e+08,0.00e+00,
1.148500e+08,0.00e+00,
1.149000e+08,0.00e+00,
1.149500e+08,0.00e+00,
1.150000e+08,0.00e+00,
1.150500e+08,0.00e+00,
1.151000e+08,0.00e+00,
1.151500e+08,0.00e+00,
1.152000e+08,0.00e+00,
1.152500e+08,0.00e+00,
1.153000e+08,0.00e+00,
1.153500e+08,0.00e+00,
1.154000e+08,0.00e+00,
1.154500e+08,0.00e+00,
1.155000e+08,0.00e+00,
1.155500e+08,0.00e+00,
1.156000e+08,0.00e+00,
1.156500e+08,0.00e+00,
1.157000e+08,0.00e+00,
1.157500e+08,0.00e+00,
1.158000e+08,0.00e+00,
1.158500e+08,0.00e+00,
1.159000e+08,0.00e+00,
1.159500e+08,0.00e+00,
1.160000e+08,0.00e+00,
1.160500e+08,0.00e+00,
1.161000e+08,0.00e+00,
1.161500e+08,0.00e+00,
1.162000e+08,0.00e+00,
1.162500e+08,0.00e+00,
1.163000e+08,0.00e+00,
1.163500e+08,0.00e+00,
1.164000e+08,0.00e+00,
1.164500e+08,0.00e+00,
1.165000e+08,0.00e+00,
1.165500e+08,0.00e+00,
1.166000e+08,0.00e+00,
1.166500e+08,0.00e+00,
1.167000e+08,0.00e+00,
1.167500e+08,0.00e+00,
1.168000e+08,0.00e+00,
1.168500e+08,0.00e+00,
1.169000e+08,0.00e+00,
1.169500e+08,0.00e+00,
1.170000e+08,0.00e+00,
1.170500e+08,0.00e+00,
1.171000e+08,0.00e+00,
1.171500e+08,0.00e+00,
1.172000e+08,0.00e+00,
1.172500e+08,0.00e+00,
1.173000e+08,0.00e+00,
1.173500e+08,0.00e+00,
1.174000e+08,0.00e+00,
1.174500e+08,0.00e+00,
1.175000e+08,0.00e+00,
1.175500e+08,0.00e+00,
1.176000e+08,0.00e+00,
1.176500e+08,0.00e+00,
1.177000e+08,0.00e+00,
1.177500e+08,0.00e+00,
1.178000e+08,0.00e+00,
1.178500e+08,0.00e+00,
1.179000e+08,0.00e+00,
1.179500e+08,0.00e+00,
1.180000e+08,0.00e+00,
1.180500e+08,0.00e+00,
1.181000e+08,0.00e+00,
1.181500e+08,0.00e+00,
1.182000e+08,0.00e+00,
1.182500e+08,0.00e+00,
1.183000e+08,0.00e+00,
1.183500e+08,0.00e+00,
1.184000e+08,0.00e+00,
1.184500e+08,0.00e+00,
1.185000e+08,0.00e+00,
1.185500e+08,0.00e+00,
1.186000e+08,0.00e+00,
1.186500e+08,0.00e+00,
1.187000e+08,0.00e+00,
1.187500e+08,0.00e+00,
1.188000e+08,0.00e+00,
1.188500e+08,0.00e+00,
1.189000e+08,0.00e+00,
1.189500e+08,0.00e+00,
1.190000e+08,0.00e+00,
1.190500e+08,0.00e+00,
1.191000e+08,0.00e+00,
1.191500e+08,0.00e+00,
1.192000e+08,0.00e+00,
1.192500e+08,0.00e+00,
1.193000e+08,0.00e+00,
1.193500e+08,0.00e+00,
1.194000e+08,0.00e+00,
1.194500e+08,0.00e+00,
1.195000e+08,0.00e+00,
1.195500e+08,0.00e+00,
1.196000e+08,0.00e+00,
1.196500e+08,0.00e+00,
1.197000e+08,0.00e+00,
1.197500e+08,0.00e+00,
1.198000e+08,0.00e+00,
1.198500e+08,0.00e+00,
1.199000e+08,0.00e+00,
1.199500e+08,0.00e+00,
1.200000e+08,0.00e+00,
1.200500e+08,0.00e+00,
1.201000e+08,0.00e+00,
1.201500e+08,0.00e+00,
1.202000e+08,0.00e+00,
1.202500e+08,0.00e+00,
1.203000e+08,0.00e+00,
1.203500e+08,0.00e+00,
1.204000e+08,0.00e+00,
1.204500e+08,0.00e+00,
1.205000e+08,0.00e+00,
1.205500e+08,0.00e+00,
1.206000e+08,0.00e+00,
1.206500e+08,0.00e+00,
1.207000e+08,0.00e+00,
1.207500e+08,0.00e+00,
1.208000e+08,0.00e+00,
1.208500e+08,0.00e+00,
1.209000e+08,0.00e+00,
1.209500e+08,0.00e+00,
1.210000e+08,0.00e+00,
1.210500e+08,0.00e+00,
1.211000e+08,0.00e+00,
1.211500e+08,0.00e+00,
1.212000e+08,0.00e+00,
1.212500e+08,0.00e+00,
1.213000e+08,0.00e+00,
1.213500e+08,0.00e+00,
1.214000e+08,0.00e+00,
1.214500e+08,0.00e+00,
1.215000e+08,0.00e+00,
1.215500e+08,0.00e+00,
1.216000e+08,0.00e+00,
1.216500e+08,0.00e+00,
1.217000e+08,0.00e+00,
1.217500e+08,0.00e+00,
1.218000e+08,0.00e+00,
1.218500e+08,0.00e+00,
1.219000e+08,0.00e+00,
1.219500e+08,0.00e+00,
1.220000e+08,0.00e+00,
1.220500e+08,0.00e+00,
1.221000e+08,0.00e+00,
1.221500e+08,0.00e+00,
1.222000e+08,0.00e+00,
1.222500e+08,0.00e+00,
1.223000e+08,0.00e+00,
1.223500e+08,0.00e+00,
1.224000e+08,0.00e+00,
1.224500e+08,0.00e+00,
1.225000e+08,0.00e+00,
1.225500e+08,0.00e+00,
1.226000e+08,0.00e+00,
1.226500e+08,0.00e+00,
1.227000e+08,0.00e+00,
1.227500e+08,0.00e+00,
1.228000e+08,0.00e+00,
1.228500e+08,0.00e+00,
1.229000e+08,0.00e+00,
1.229500e+08,0.00e+00,
1.230000e+08,0.00e+00,
1.230500e+08,0.00e+00,
1.231000e+08,0.00e+00,
1.231500e+08,0.00e+00,
1.232000e+08,0.00e+00,
1.232500e+08,0.00e+00,
1.233000e+08,0.00e+00,
1.233500e+08,0.00e+00,
1.234000e+08,0.00e+00,
1.234500e+08,0.00e+00,
1.235000e+08,0.00e+00,
1.235500e+08,0.00e+00,
1.236000e+08,0.00e+00,
1.236500e+08,0.00e+00,
1.237000e+08,0.00e+00,
